section,hscode,description,parent,level
XVI,854912,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, containing lead, cadmium or mercury, other than lead-acid accumulators",8549,6
XVI,854913,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, sorted by chemical type and not containing lead, cadmium or mercury",8549,6
XVI,854914,"Waste and scrap; of primary cells, primary batteries and electric accumulators, spent or not, unsorted and not containing lead, cadmium or mercury",8549,6
XVI,854919,"Waste and scrap; of primary cells, primary batteries and electric accumulators, n.e.c. in item no 8549.1",8549,6
XVI,854921,"Electrical and electronic waste and scrap; of a kind used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switches, glass from cathode ray tubes or other activated glass, or electrical",8549,6
XVI,854929,Waste and scrap; of a kind used principally for the recovery of precious metal n.e.c. in item no 8549.21,8549,6
XVI,854931,"Electrical and electronic waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal, containing primary cells and batteries, electric accumulators, mercury-switch",8549,6
XVI,854939,"Waste and scrap; electrical and electronic assemblies and printed circuit boards, other than those used principally for the recovery of precious metal n.e.c. in item no 8549.31",8549,6
XVI,854991,Waste and scrap; n.e.c. in heading no 8549,8549,6
XVI,854999,Waste and scrap; n.e.c. in item no 8549.91,8549,6
XVII,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",TOTAL,2
XVII,8601,Rail locomotives; powered from an external source of electricity or by electric accumulators,86,4
XVII,860110,Rail locomotives; powered from an external source of electricity,8601,6
XVII,860120,Rail locomotives; powered by electric accumulators,8601,6
XVII,8602,"Rail locomotives; (other than those of heading no. 8601), locomotive tenders",86,4
XVII,860210,Rail locomotives; diesel-electric powered,8602,6
XVII,860290,Rail locomotives and locomotive tenders; other than diesel-electric powered,8602,6
XVII,8603,"Railway or tramway coaches, vans and trucks; self-propelled tenders, other than those of heading no. 8604",86,4
XVII,860310,"Railway or tramway coaches, vans and trucks; self-propelled, powered from an external source of electricity (excluding those of heading no. 8604)",8603,6
XVII,860390,"Railway or tramway coaches, vans and trucks; self-propelled, powered other than from an external source of electricity (excluding those of heading no. 8604)",8603,6
XVII,8604,"Railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)",86,4
XVII,860400,"Railway or tramway maintenance or service vehicles; whether or not self-propelled (e.g. workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)",8604,6
XVII,8605,"Railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)",86,4
XVII,860500,"Railway or tramway coaches; passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)",8605,6
XVII,8606,Railway or tramway goods vans and wagons; not self-propelled,86,4
XVII,860610,"Railway or tramway goods vans and wagons; tank wagons and the like, not self-propelled",8606,6
XVII,860630,"Railway or tramway goods vans and wagons; self-discharging, not self-propelled, excluding those of item no. 8606.10",8606,6
XVII,860691,"Railway or tramway goods vans and wagons; covered and closed, not self-propelled",8606,6
XVII,860692,"Railway or tramway goods vans and wagons; open, with non-removable sides of a height exceeding 60cm, not self-propelled",8606,6
XVII,860699,"Railway or tramway goods vans and wagons; n.e.c. in heading no. 8606, not self-propelled",8606,6
XVII,8607,Railway or tramway locomotives or rolling stock; parts thereof,86,4
XVII,860711,"Railway or tramway locomotives or rolling stock; parts, driving bogies and bissel-bogies",8607,6
XVII,860712,"Railway or tramway locomotives or rolling stock; parts, bogies and bissel-bogies (excluding driving bogies and bissel-bogies)",8607,6
XVII,860719,"Railway or tramway locomotives or rolling stock; parts, axles and wheels, and parts thereof",8607,6
XVII,860721,"Railway or tramway locomotives or rolling stock; parts, air brakes and parts thereof",8607,6
XVII,860729,"Railway or tramway locomotives or rolling stock; parts, brakes (other than air brakes) and parts thereof",8607,6
XVII,860730,"Railway or tramway locomotives or rolling stock; parts, hooks and other coupling devices, buffers and parts thereof",8607,6
XVII,860791,Railway or tramway locomotives; parts n.e.c. in heading no. 8607,8607,6
XVII,860799,Railway or tramway rolling stock; parts n.e.c. in heading no. 8607,8607,6
XVII,8608,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof",86,4
XVII,860800,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts thereof",8608,6
XVII,8609,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,86,4
XVII,860900,Containers; (including containers for transport of fluids) specially designed and equipped for carriage by one or more modes of transport,8609,6
XVII,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",TOTAL,2
XVII,8701,Tractors; (other than tractors of heading no 8709),87,4
XVII,870110,Tractors; single axle,8701,6
XVII,870121,"Tractors; road tractors for semi-trailers, with only compression-ignition internal combustion piston engine (diesel or semi-diesel)",8701,6
XVII,870122,"Tractors; road tractors for semi-trailers, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motors for propulsion",8701,6
XVII,870123,"Tractors; road tractors for semi-trailers, with both spark-ignition internal combustion piston engine and electric motors for propulsion",8701,6
XVII,870124,"Tractors; road tractors for semi-trailers, with only electric motors for propulsion",8701,6
XVII,870129,"Tractors; road tractors for semi-trailers, with other propulsion methods n.e.c. in item no 8701.2",8701,6
XVII,870130,Tractors; track-laying,8701,6
XVII,870191,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power not exceeding 18kW,8701,6
XVII,870192,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 18kW but not exceeding 37kW,8701,6
XVII,870193,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 37kW but not exceeding 75kW,8701,6
XVII,870194,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 75kW but not exceeding 130kW,8701,6
XVII,870195,Tractors; n.e.c. in heading no 8701 (other than tractors of heading no 8709); of an engine power exceeding 130kW,8701,6
XVII,8702,Vehicles; public transport passenger type,87,4
XVII,870210,"Vehicles; public transport type (carries 10 or more persons, including driver), with only compression-ignition internal combustion piston engine (diesel or semi-diesel), new or used",8702,6
XVII,870220,"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used",8702,6
XVII,870230,"Vehicles; public transport type (carries 10 or more persons, including driver), with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, new or used",8702,6
XVII,870240,"Vehicles; public transport type (carries 10 or more persons, including driver), with only electric motor for propulsion, new or used",8702,6
XVII,870290,"Vehicles; public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used",8702,6
XVII,8703,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",87,4
XVII,870310,"Vehicles; specially designed for travelling on snow, golf cars and similar vehicles",8703,6
XVII,870321,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity not over 1000cc",8703,6
XVII,870322,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity over 1000 but not over 1500cc",8703,6
XVII,870323,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",8703,6
XVII,870324,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc",8703,6
XVII,870331,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity not over 1500cc",8703,6
XVII,870332,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc",8703,6
XVII,870333,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 2500cc",8703,6
XVII,870340,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",8703,6
